Lowest Fare
15846
11646
11646
11646
8622
8622
8622
8622
8622
8622
8622
8622
8622
15846
7278
7278
7278
7278
7278
7278
7278
7278
7278
7278
7278
7278
7278
7278
7278
7278
7278
7278
7278
7278
7278
7278
7278
7278
7278
7278
7278
7278
7278
7278
7278
7278
7278
7278
11657
10258
4899
7717
8925
7402
10831
5986
13247
6161
9854
11029
8824
12530
10679
5221
8405
12465
12396
8755
7470
15945
4400
8309
9200
11173
9981
7702
13371
7566
12192
7965
7604
3826
8831
12014
6010
18909
6550
7155
8147
5775
4067
30225
5493
7634
24089
15168
3777
5342
6233
5739
16434
10688
11441
10321
3744
20882
18745
13819
4401
6961
23609
25079
8435
4367
20034
24023
16100
15111
19751
4988
12338
54972
11873
21020
50527
45752
8119
33299
13306
14319
13617
13731
9838
15017
30226
10870
37360
25267
12104
16673
35445
11778
29862
11201
12937
35766
43406
39166
36896
37380
15867
14621
15429
15849
17608
15706
16563
15674
38266
45551
17006
32253
13817
59551
64435
28099
28141
12310
32693
24206
38595
16847
36485
39660
40053
14796
17156
49093
9414
10747
14179
42134
15171
41014
67958
10317
18569
54064
39719
25313
41588
7603
10596
39157
22823
24078
16610
31221
9603
9587
10643
14222
23045
9536
21899
12504
26520
36522
10157
12307
28526
29832
17696
10413
47952
10792
47257
45627
11494
25887
51005
52355
15197
18827
21667
9825
35373
48404
40901
15575
37167
6250
10649
24527
31261
11744
10342
38520
10460
66102
43649
39680
9611
21730
9503
8356
8374
19467
22357
8858
7831
41484
36585
12200
8338
25534
9243
18897
8843
33495
28409
22620
23561
26253
37777
10086
11043
7035
42614
8423
24964
17755
14463
22049
11793
24905
14160
56556
12741
41156
13424
14257
32372
50273
23119
23760
58621
15422
32934
27043
63749
17685
40366
24964
59144
8380
39003
25202
31421
18009
38045
39063
14341
42053
33422
19394
6709
7469
6490
7248
18550
22865
9308
6598
34454
37241
21491
9106
8956
31013
22177
10187
5744
14375
26586
51055
12773
13194
9101
17296
5262
8048
5962
38270
40388
22247
63689
33882
41689
45876
16665
32057
28605
35468
50974
66555
10014
46594
8286
16668
10935
21879
18549
9889
11893
10339
24949
9919
11346
20776
22773
30698
28347
11474
49776
