Lowest Fare
25612
25612
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
22152
19945
27901
24368
14123
19264
29091
19504
28445
7808
32762
17499
23601
34386
19488
33346
27614
16162
34012
32290
27677
23466
20431
39866
16294
16309
21034
27931
30087
18731
32166
19477
31670
19050
24119
6749
24668
28590
16932
49646
16084
19181
16555
16871
12374
93080
15980
20909
71749
41087
14500
14558
14176
18980
45233
31569
24513
26198
10292
55047
58693
46441
11068
18475
59442
76196
22620
11672
73157
78758
35919
46270
36462
13294
26225
162866
33060
58691
173047
133667
22832
68729
30762
39738
33462
39069
23138
32592
88957
17659
106642
56874
32957
38004
81251
28825
67552
31321
35272
98249
116212
113996
129802
83851
47230
35565
47860
43092
43442
44247
52106
38167
112827
126476
46480
107735
37494
198797
221428
76972
84993
28220
69021
76192
111286
56615
101847
140769
116758
43083
44033
129859
30293
21356
40461
90746
31543
97072
201582
31592
53482
122943
86214
86317
103579
25067
20786
110858
51685
84088
45619
56620
21235
24909
24955
37484
60862
27814
66506
34021
76231
101834
26261
39396
78947
87348
35691
37422
126743
29664
121246
107093
28042
70613
160510
93633
29089
50946
55438
25405
123093
132813
115369
42347
73726
16257
30553
61509
93199
32379
22910
84778
34045
194007
121221
120562
28253
60921
26773
26524
15091
41957
54559
25010
22252
105639
95641
25887
27362
76515
27782
50799
23997
112286
114653
59818
61739
67917
98758
25196
28470
20715
107553
24198
73119
46274
44041
55438
32534
58681
33282
153217
44685
121119
39791
47516
84544
107801
69565
61235
153433
36877
75026
77075
248169
48898
102767
62937
148135
27479
96282
66587
93863
59078
107822
109985
47067
109913
98287
46084
16127
15805
17624
20454
49099
59089
21843
19544
55096
107465
49412
24178
20954
68664
68108
25660
15459
42809
76120
134702
33701
40697
26887
62146
14172
19361
18203
125462
124033
48154
129638
63699
127921
147298
40514
85079
70376
136049
129331
203523
30354
146964
22136
58955
20783
66690
58801
30543
28456
21214
56620
29350
35138
61962
73581
75783
81837
33603
136822
